"seller_id","postal_code"
"545f756b1cf996c5bd1cde143e47ae3d",1249159
"970092d308505609534aea27b8621bcf",1246744
"077c339ef9e2ff3e4813eab9578c9c54",1246629
"d67eb05b436cbbeadf694bcdc41051c0",1241421
"d33c69a34c3e68daf5e8f4fac76b6d24",1239088
"3dcb93f58199b2c5e231273f2bfc7463",1236853
"6c34f86e67e28d1236f7bd3ec2abf9f9",1245371
"b61c724872b49c21ba19dcf7711da51f",1243580
"02fd08fdb36b184ab4461763bfce0ba7",1248634
"8e8973cc8f0331036e093084b95eef06",1246317
"324cc858a5e60511ca0b1b127566b087",1243263
"86889c963286c768a9d00f949915eedc",1235786
"62931ccc7e88175a9b2f1a8fad4f3319",1247099
"73389fed5ac15c2f5bdc72ef15eadb95",1246999
"557e29d67d02ed0acb038d12247fa60d",1237910
"e40c2c1bfe875d71746e49ac35874f83",1249018
"4956bd6fb26239fd118554d4804a4290",1243638
"32b7a865caaab0d744cdbb8eda14d966",1237416
"9848b2052e0291c6853f469e3c44b17a",1249060
"cd8ca0f7d17e2ec60c3707a8d9981d8c",1248031
"258ed204d5b0f6cf3023b4558940265e",1248348
"85b6b2e326aabb5a4577ded8a796693f",1238340
"9e0e4f2a74e2c28e7f2035fde5b38570",1245107
"2abec76077ebeb836bb42c89ab14225c",1243709
"0d00cb23d2a56e26e7805ade09155fd2",1243312
"d3109f7e2223e1c13f9afaa145d6bcb7",1246954
"2e5fe6b02b505ab0230210ba97493c5d",1239386
"bac79ff03ef421cf61ff977ec7d8b331",1247352
"0aa5fe2a2169fab90cf38230747bc2a4",1237862
"d98527396b0b0bca4316d5e846a8529d",1237992
"05e9ac6765c44019f62192ec521e4088",1249094
"e913c03a1768f8a881f0cdae476e4844",1246849
"d13a31d798d1b71330ee2d154009889a",1237027
"576f1f3ca1731b426ad280e54f77446d",1245969
"cf1e36e4c0e81cffa859e6cc271a8e29",1241124
"5eb2b8926197a71f4d42399a1516997b",1243919
"2b38121d93bdba75fa4b52157beac9eb",1244935
"f334b8a057d687249987debf0acd8093",1242757
"c747965df63a967abb1a437da0b95bc8",1247653
"c138988fc47c4401084a85fc4bac5345",1239412
"e6668e367ac750f0f63b37a790830311",1236741
"834275740789bfe51a736fbf8a353633",1241948
"87d78f5ac7276f7f71f18085a6491e50",1243652
"60382839afd1d48804e456e11699624a",1244278
"a19694767d600d9ce338032d6ef4f80c",1246375
"c8600a200637a95d9d0f732bd7d6a566",1241239
"088273e75b91fb904c436265a2710e24",1247248
"a8e97ffccd456f0047777b27de73b3e7",1246495
"ebe7e22d8cda9c393d18eedb88ad0d98",1243296
"19919eaad160d57282670d936c34d387",1249206
"5a8a2ae4ef7dd0e2a029ad8b46b8db5b",1244214
"106b8d6a8f06e3ac682658e893854bd6",1248634
"74ce442d4c577e15625f2d092d5ada29",1249200
"ee86b1389f27c760ef8e5734eb9e6460",1247567
"69ecafa95bba234da8cdd765c5e62830",1249046
"af7a7d1fcacf514e0d80a0eef26b0b0a",1249056
"0046ddd16e64919e3edce01f6a84c8ca",1237441
"5e08a063c9f4c2cf9d96045e75eaa3b3",1248366
"cef5e97513102d999c8dd8be063185fb",1236968
"0dd7c21a2eb9b7072de5a9125d1680b9",1237833
"60ed910064c61c3baeeb4d4fb3b9b585",1237131
"454673746f91a5202d94ac86bc06c867",1241058
"e116294bb20d2a5e092b2fc2fb7181d7",1248683
"9bad1abc5e29f2d940a11702f26c6c9e",1249008
"c561802ef140c95b2da9b98c5828bef5",1244471
"df59c469a0bb1138e354c030252e7933",1248622
"3e5d5ca487a4b6083505c7962bb0c500",1243468
"781074888afd55b477c830be540f93a6",1238102
"bea56458802b460860da60c107f12a09",1247693
"8de6ff90e445001791e83e5b8f70b6a2",1241929
"05c02eace61c15aa0b2a186d77c24123",1248765
"6d8cc1a73612d8ee79b2f9dc96c04fe8",1240813
"cedf305037d6c3bdbb6b105feef8b00e",1248797
"12f56a64b9b7e37f5e7262969df69b45",1248219
"beec3e9cbd17c71e9a8298845e1805b5",1241031
"ed19c0bd7288e5e8f41a345252a54219",1248528
"901b7f1f2753be21e1330af02db9dc34",1242841
"d69fd3a837cd5be0cd74410e061abba9",1247518
"f60e5fe804ab73f1cda21b8ea3265e24",1243535
"e030064511f24c22b628092536ef2bd9",1247520
"425f5457d45795c17321d61794e6b194",1247545
"94d45d30ba2ecf1d9e8887ff3c7b2dea",1245330
"82ff41db03c196ce8321ef0b7b970205",1244839
"d969f7c1b4ce84aa5b5c30eb661c6a93",1244957
"e84d9e41ba1c8973ea2ea9d44f954917",1243559
"17212f4a7892d666ba110a40a3f18862",1247489
"a1ac7956072a96d905fb943de5529beb",1247776
"e25d2aaeb2b83c43b076cf82f270edf2",1246707
"bdbb0cf79fd9fa5469402972d5002302",1248823
"e5c852f82a5ef3405660036e4a434d44",1237890
"e7778120befa2aba0d8e855170b1b071",1235061
"4a1c17c2847eb98cfa7206535378476f",1249327
"1b80a6300152bf780a55b0de5ee4e67b",1249200
"c7499a0099d2cf040149bc9a532cc5f4",1239913
"b20d6aa727f8350625e5ff021ac490c3",1248454
"0073ecabc28024723ac07ab8761eaed9",1244027
"5146129566db10efea0878cc24649852",1244564
"cb78abbe73b930acbbe0b22c99317dcd",1241014
"a78c55a5bda6cabb5b7ffe9f33283087",1242237
"daf3ad2c219cfe7d489e8f15f57c3ffb",1248765
"3ce97754c04252ac4f69bb784719370e",1240770
"77e909e770b0d7112be4ef415403d1fd",1248785
"918a3e5995b6b4f73aa84ee4e066bf15",1241174
"1c1217a14aba3ccc2a7ebbd84bc721c1",1240813
"4d6654dc9a52452cf7cf25d6a3e82fd0",1245444
"b3cffbf3479d53c40ca0407e35f719b3",1247000
"06c7599cd4c8b83f6aa1b2839c690233",1248990
"668858def69ef077f61045cc61a3e572",1241367
"fe1b8dc884bcf3f3063669dfa92e9062",1243614
"57cc329756271dcfd0dd37b8cad684e0",1240287
"230d29a62efe4e85de7ff3dcaba5d99d",1242563
"e4c3c4ed671b40a8c4c67914022f79b0",1241838
"de2ba46e7cee36e4c86e26bce37894ff",1240633
"970a575ad4952d23aedb82a12be0e23a",1241944
"2584059b64c8eee4c6bd1f27096a3afb",1243311
"570118044a3ce7361de672501e1e79c3",1237434
"83011b31a01071a311d83af6ac982c48",1244592
"937b1b09a3a4623bb335781b367f1477",1240548
"8c95475bd58e98c20bc7b6df799423bf",1240342
"0c04f701f8dcd3838d5cdef9a849355c",1245748
"8f02b0b40b754b102edd8672ba7b4403",1246909
"00da6d4a33cb66649d2d4948a1f0c93d",1244157
"5607e4a2091cf1c25c0e5b7a4c770723",1241237
"8c301435df52c893d7d454f50f69d16a",1240119
"c959d26eae5ae439432cd532f4feb541",1245895
"4fc9e919ed104fa1846b572f0d35dac9",1247995
"841fd96a97042a7343473dfa1808815e",1247022
"d5f90d0ce6aad0023583a375d885c932",1240694
"cf48bcff17280477ebfb7718e97e8af2",1240606
"c701d8e1707828fd6820aa78dfc1acf5",1240199
"84babba31dec38365ddc045668cc55fd",1248805
"084bbdcb89883914c60f757aca273410",1247331
"42182d06fcd029c1ea8604d1df1d1439",1249053
"efed61da052d00e6045fefb123d9034f",1247783
"23f278cf6e51421a6fe8a9d0c87d4aef",1238385
"8927f11ec061624e90fcdd4ad493de02",1240082
"0d2f22f770457965dda8bcaddcb34d82",1247460
"723d0b9f92562767c1a3dd598dcb402d",1242471
"e4ce594aa2655bd91f5c11853f142d45",1248000
"6b28915a0f77a8a74a8ad78617c36107",1246691
"35bfc5f3c0ccd2c271e3d7e1f992c3f2",1248285
"b437e256d19eb291c311bd76143f1dc4",1240336
"086d080b63ad95c450efd57acccd7520",1245104
"84cb8c9e042477751f1d2ea55eaf38ad",1247439
"fe795fc7c44484f42d0a65b3726ae1cb",1237693
"ff5d3a0e0bbfdc4282887d3049a78c11",1240086
"88a909b4fcda38d97beec3c74b509cc9",1240995
"1eafbaf1d7c6c25920147d6686a91d96",1243535
"fb339a7ce8ad96dfbe4ff7dc00c63585",1244074
"189069addf3cd69128329d37cc353f6f",1243159
"6f3c7fff4716ee05e16c119825205ba9",1248773
"b261d56f00b3c48b9a97ee68c19a5570",1248699
"1aca355b82ab23051eaa9bcbd05ff543",1246165
"a0486e3a71227aaefa163960667e19ec",1240118
"f13401ae39a304439c3ad6912ee9f791",1248558
"e87cd4ae7dca574b4a8cbe6a1deb7aca",1239928
"5af313815f4ec35223994a4f766026b8",1243067
"304d593d4deee97d47c8f0614285c84c",1240091
"fc1e90408951671c154833ef0c6918d7",1246868
"8c2df779b68f380b5d7da4369e4cd14b",1248456
"5ab7067f2da3a71071b7276b01334b77",1238262
"3acd0ab842669202c84b7c637a81bb77",1248765
"02e86828531e4f5496aedb2bd15703f9",1245962
"b1f8afe3b6751e4a302a54038a02ba75",1237235
"4be2d411fab33ce6b18ecf0b4e915ad1",1244933
"3d01209e5bc00c3fca947ed5e8f5e791",1242741
"aef697c78ca95a18a2fb927071cf2618",1237447
"e36de7d7f15b86d1e83a8fe366c45312",1243737
"0442c65cf0cd2f21eaa032dbe7713f52",1244634
"2ff154405550faaa06eb3d7a7b6c4c55",1245211
"1858a681d61d4c4d546c4dc50867f706",1235000
"afd0c744bfa4fa9116c9d12a23309de4",1238306
"23013a33d2ac8a33f561f038a644d582",1240176
"9a39c1c88aa83c94f281804a31d174c4",1246694
"54d3a29d2dd5f1888d5dd471ee61e1e0",1240103
"7142da18a64a22885c1b05026edc5140",1240094
"20097d255fecda7f34a95914389c3f48",1248723
"de549c7e8c0facbca87b9fa2890d65f8",1248368
"ebb82e683ef04d66599a98489e458573",1241825
"ad3416bea51ac9e475c71cd977587297",1247577
"5d878e6b13e21a8444222fabf755280f",1249144
"887ad8c5cc3b741e01dc46840d39b1d9",1235358
"c619e5cd341c29bd48a9cab5303244b3",1238625
"1ec162abea1073ad155782188a31de97",1239242
"d2c5da9a0b1a759ec3121750882482bc",1245620
"05b0eb74d392d8517d54fb8defcd2c47",1247903
"7483bfb8a6c17474eab497d1d0a547e4",1248682
"3770c1d2cf1a006745b39fe7a570d789",1239147
"841da81b5e411b4fc1f647c4b972c5c1",1243583
"7b65c1c536ee0f382fa3cb205eeb0c44",1244176
"aa15e3db82009027e071faf1cf17cdfc",1246638
"bd1c71dfa9af4cf4abaefb82a860a678",1243399
"d6632c7ac383be384335a05482cd4fe6",1243481
"073a22e137ec37ed06c47a29232c0bdf",1246504
"2c1e7a8f956aef3e6e950dd4838ddcca",1246814
"e7939045507fc2b25225ca5171cb8fc5",1246629
"6ad056abef1c8f9e686d58bbdfbdac87",1243632
"c357ae906f0f67c3db8f4161ec595197",1244312
"f58dc5695da4be1a908d850ae4403117",1247074
"774ec07e52b92cf0e576bb0cd0bd0668",1237481
"a121e2ddd79a7aba3221f367f2252823",1248456
"53925528f13e3813bb0b02a1e5d07764",1248911
"4db7af3b122d3466ef2320e1e6bd4dea",1243547
"1c1d253ae95f37933e3682233560e148",1237496
"090fdf94545d7f9cf8ac1729888a3d21",1248886
"ae12630c56f039fe86c6f95f88136b02",1240975
"a0e494c40ee8c1819f6c705724e8c780",1240657
"146f044470a858e81f61e42942d665c0",1248166
"8264928033c94232f6a2f5e5a50d2220",1234763
"a41a79ee5f184b04cbb240b0454f3e57",1240650
"fa99dd007b0f1d69b0366a598d2965fc",1241913
"58634a75fec1a4c2742c3decf191f289",1246451
"b6f8c0294ae9ccbe8f0a1de92d84b46f",1244829
"753284898dccad9d3e33a67ed1304ca7",1245946
"0d18cc3b6e90267e5ee3485cc0a93d60",1248679
"39a7b536bfe2d07903cc505748bec22e",1240804
"1ffa97f47027365f8a5f88cd6b0ac9cf",1247586
"7addf3909320e991597e8dd7b41ef0a9",1244349
"28de3959e0725133c914faeecba781ef",1245663
"304f9c107000ac4001b76935709d11b8",1244146
"dad21e31d5d874eaa8370d686f318489",1248481
"39ab4face920dd83187c0bec12e36a1d",1244300
"f3b475c718672c08b08a2407d6b42eb8",1248792
"8262041b03c9cb2e498f8ef21eb8d4f4",1240192
"b5418745833c76f42b3e517b00b0ae1c",1249131
"672f9f4ddc3ee311512b73a2c3f5165f",1244749
"809afbb0da63bebc7a10663d3370981f",1247608
"ef981c6f3404eb3c2dd0620d1eebb4b9",1248646
"e6dc69979eb55ea4726f1bac58b6f5cc",1234617
"e09fa1375811822f773f542850beb77f",1242512
"b4b39b6b91db05bd948e0ca01e40fcbf",1240651
"71f2b1ccbafe7e4c7ce10ee6626a68ad",1240553
"f10a745b6f3ff3a4389487066af30c9d",1247943
"f9ce14eb13f6d220003879c048d39863",1235812
"d55ab2b9bd67b8e7ee6461dfc5dcff72",1244044
"c45e82b4503f0467f99b4f0869832f02",1248011
"1adf7b0f5358cd0717878a1218939b5d",1240129
"ccaf4ee3b6da162506c8dd37f5c7c2c4",1236647
"64eb42bd64793e07b76238bfb757b04f",1247054
"966c284c6f5b783e8984cb07adfcf71f",1243332
"d044c89737e8b0a132c324185b2e1ccf",1241632
"e4857e5a60e32a10c3280a0a685cfb4c",1248536
"19ef3062b01f00aadea8b99474bcd01b",1249244
"6bbaf8c924aa640c6a7600d614530c97",1238372
"d632458abfe57191cd726460e0cccf98",1248765
"cb2fb6c2c38a36d5d6fd3b7d736a214e",1240518
"fa89e611e18951a44278a6e13e9a42ed",1245271
"9bc0e3a3c356a3463e3634ff98f4ae43",1242556
"1dd5707744e39ec916c3e16020f2f7fa",1237356
"3f629f0f7ec149fe5979a32ddae7aaef",1240826
"684bb0c3fc8fc7e18db8f78d2c6b30b2",1237006
"ce3a9265e802d662a706b1205665d24c",1241150
"672e3d3d4531adebbc2f1c714b845b98",1248624
"6312997ba8bd446d617983688094e818",1243363
"45cc739471458dcf2536a564579b44a9",1248247
"6cf6e9a98588d370d48fe1d20321dee9",1241761
"1e368e8cd59b27842e139310da1b079d",1244963
"7e0f71b20878a274b6a20f53e7f3682d",1249125
"ffeec26444da5bc7193c29e1da0c125b",1243494
"740fad1e67d1deb1df072476016677e2",1245097
"637143373a6ca94d4f44b25a2befd0af",1242887
"9bcdd305161e25a0a4db1554dc2e0dfc",1245217
"dd31cad6dda394e2c33be5c53ce43343",1244726
"adc88d3ab1484f51d9c4ff7ec962eebb",1238306
"384604f04a5c7c77245103473fcb5801",1248201
"0e2c07bd5ff04c03cf29c31210698351",1243971
"2b3eb2d6584426d9af95393b35202b54",1247545
"1076fd7e5253873b4fbee40a5dcf0561",1243407
"0d3e4a15d5ed1c7a4b41030370e94900",1243180
"50905edbede4198b5ab5c41e4589de46",1245664
"e2108bf3a9fab15c4819516a4056e88d",1245018
"73100288d966d792bcd08d48d78d1b61",1247570
"322a2e1eaf60bb9891e1355cc9e27cf3",1243983
"e6d58e878fa85055f6d0913204491488",1244634
"969a253e31efb7e8818229a7f1f1f11f",1247544
"085ef8cf8d6aa75248a39eba8017a4ec",1249232
"7a2f095bc17a1f204ec1b89680d39073",1237890
"b32715d957d9df7b2c53d42143bb5757",1242637
"ba2991eee11e540a4901fea0d542c380",1245187
"f50f6cf621808dbfd93f37ef45f07d6e",1243948
"d7dc5eb04f67127a2bbff7b3187e2f93",1248934
"1690e9f99e6e884325bb9f11744109bc",1240624
"97f936d7202af95fefa75a6615c91020",1238866
"1e3dcf0157dabd980513d5072ae529d2",1237893
"5b130a89d730b652d5cd67307c768dd2",1243541
"b5c0f63d1ff4a9458de89465d31d320e",1249115
"5956bf630f1a64564c6efe832853efc4",1240350
"5aa41f05db129f48f95932053ff4c0ba",1247027
"2a13fc204e2bdcacc7940f9399f51909",1237517
"a6f9d46b9e0ccc141294fba25be5e09a",1248595
"17943b7b28a95f16cfb593bbc9bb8db6",1240762
"31fa7cd805c9614ab9e5ee56ed14cc2c",1247007
"c73f82262bf6e88696f8a9356a07a7f0",1243399
"9a79b9435fb6a45ad3e3bbcaacd8b24d",1247383
"00100ca026c52cc489fd2ad39b56f90e",1245057
"0d9d66753cde1f2b8a4b3991a9d3b45f",1240817
"ca623d0d33c25aaa32a5d4462ab645a9",1235835
"2fe27d12c9fed7841972a9863e1fc989",1248775
"2762487b4bdb0e1da2a9a5f64166e361",1237884
"4a020c5c16abb5282efb7882c23b0278",1239430
"092d1fbcbce783627be141d7a6d799b1",1242534
"4f4bf8d0b593290d350a02259d0650a2",1248354
"51028658f631ea3d774dd85c615140d9",1243627
"ee5175f25a1eb373760276bb8bf8bffc",1248391
"e1c760bea35a62ce3115d0604ec952e3",1247646
"8fc97484655ffc30a992fb38bd0a7dce",1246825
"14705413efe41c07f09086bd195f91eb",1240140
"9fd3dae4a727c73c01283f39836cc238",1240646
"6837fb530dffd8e1a546fe80c58ebdaa",1248681
"2f403aa6584613465b3e878400b9b0d2",1237943
"f2838ae3316f69c47266ac8affc3b9c6",1238236
"109a607168f640203fe77ceef7278ab8",1240607
"9a78ba6c9e1b0e79b48a26b53548b70e",1247492
"afdc57d0e39b861ae8194701ca015364",1248299
"91881e75c805122ce60c238e6d7f6b68",1249122
"28f3972f1fd14c715993202fd5fa7916",1235820
"5c46f549e327f9e276b4321fd971eda3",1244938
"b88d5afcf47d3043dbd555148073a9a5",1248464
"400f926ddbc27ef8ba58e265dc565f16",1238476
"903171751e2580c0de2cf09fc1d54f17",1237165
"a7c1996ed6195f392b19cf860f8990a5",1248642
"548e328b50102b2db839eed213b0ae27",1248807
"4fe96221bb5837cb0375f10cd4c6e97a",1245802
"0bc312ea347ba238035e95d146a79205",1242487
"03dcd6a8129a287c06572817b7d80024",1241001
"8812008685740125cc57745d060621e1",1244002
"dcdeffede0739345715324f76f302287",1247285
"6090933201959385f11b03f903a14265",1245946
"752ddfd7c3a1a994b70140a773bba628",1240281
"6fb6f79b085f5116b5a3ca59b7590eff",1247751
"d9d5783ea6a07a6ebbdf182f29e837f3",1248415
"9997d2bddbe72fda5316c4c4faa015ea",1240948
"e0562eed30cc2144d96970a3934c0f7c",1249215
"0766f9d154c8ec9524ea457b91dda34e",1239394
"5e1d7b2ed6318fa855b28eaf5de94ed1",1248595
"f840584aa7b17bcab5e479c6e0572b89",1240744
"b0ca3a35559f009cde9a73adaeb76923",1242570
"c5271763a386fa98f7d672d9893e481a",1248528
"86d831966b734e7a6edb580e3953a3e7",1243534
