"CLIENT_ISO_CODE","CITY","ZIPCODE","LONGITUDE","LATITUDE","id_cp"
"NL","Alkmaar","1821 ap",4.7604,52.6289,1234567
"ES","MADRID","28013",-3.7118,40.419,1234568
"MX","Playa del Carmen","77727",-87.0657,20.6519,1234569
"DE","Berlin","13591",13.1405,52.5345,1234570
"NL","Den Haag","2571 ht",4.2903,52.0689,1234571
"GB","Newtownabbey","BT37 0za",-5.8871,54.6809,1234572
"IE","Naas","W91T8P3",-6.6669,53.2158,1234573
"GB","London","W14 8JJ",-0.2073,51.4989,1234574
"NO","INDRE ARNA","5260",5.4689,60.4307,1234575
"PL","Kórnik","62-035",17.0897,52.2645,1234576
"ES","torrecera","11595",-5.978,36.6053,1234577
"PL","Warszawa","03-193",20.9929,52.3065,1234578
"US","Bronx","10458",-73.8895,40.8633,1234579
"GB","London","SE16 2BE",-0.0533,51.4907,1234580
"IN","Ludhiana","141001",75.6916,31.3267,1234581
"PL","Jarocin","63-200",17.5771,51.9104,1234582
"BE","BRUXELLES","1050",4.3667,50.8333,1234583
"TR","Ankara","06810",32.7095,39.8808,1234584
"FR","Orly","94310",2.3925,48.7479,1234585
"PL","Warszawa","02-496",20.8633,52.2016,1234586
"US","Belle mead","08502",-74.6557,40.4483,1234587
"IT","LECCE","73100",18.2437,40.4276,1234588
"PL","Warszawa","02-654",20.9887,52.1946,1234589
"TR","Iğdır","76000",42.8222,39.9261,1234590
"GB","OLDHAM","OL9 0NF",-2.1512,53.551,1234591
"IT","Ivrea","10015",7.8762,45.4672,1234592
"US","HIALEAH","33018",-80.3889,25.9098,1234593
"ES","Meco","28880",-3.3288,40.5564,1234594
"FR","LEVENS","06670",7.2258,43.8595,1234595
"GB","Birmingham","B29 6NA",-1.9388,52.4401,1234596
"TR","Kırklareli","39750",27.55,41.3667,1234597
"ES","ZAMORA","49015",-5.7408,41.5059,1234598
"BE","VERVIERS","4800",5.8325,50.5904,1234599
"GB","Manchester","M22 4QN",-2.2547,53.3881,1234600
"AU","NORTH BALGOWLAH","2093",151.267,-33.7873,1234601
"NL","Gouda","2807 lj",4.7517,52.0058,1234602
"PL","JAROSŁAW","37-514",22.702,49.9703,1234603
"MX","Ciudad de México","03200",-99.1667,19.3833,1234604
"ES","LEGANES","28916",-3.741,40.3378,1234605
"PL","Opole","45-056",17.9312,50.6691,1234606
"FR","Henonville","60119",2.0136,49.2002,1234607
"AT","Wien","1100",16.3878,48.1521,1234608
"PL","Kudowa Zdrój","57-350",16.2732,50.4377,1234609
"DE","HAMBURG","20354",9.9853,53.5694,1234610
"IT","Terni","05100",12.6976,42.6196,1234611
"GB","London","NW10 5LE",-0.2168,51.5284,1234612
"ES","Albacete","02001",-1.8391,39.0019,1234613
"NL","Leimuiden","2451 AL",4.6716,52.2249,1234614
"GB","SOLIHULL","B93 0EJ",-1.7332,52.3915,1234615
"DE","Schloß Holte-Stukenbrock","33758",8.6167,51.9,1234616
"IN","Gurugram","122003",76.9839,28.418,1234617
"PT","VILA NOVA DE GAIA","4404-503",-8.6174,41.1336,1234618
"ES","Madrid","28008",-3.7257,40.43,1234619
"SE","Sundbyberg","17279",17.9711,59.3613,1234620
"SE","VÅRBY","14341",17.8833,59.2667,1234621
"NL","Breukelen","3621 bz",5.0056,52.1825,1234622
"ES","Madrid","28050",-3.6674,40.5005,1234623
"IN","Bengaluru","560071",77.575,13.2257,1234624
"GB","BUNTINGFORD","SG9 0DU",0.0209,51.9449,1234625
"US","SAN FRANCISCO","94132",-122.4754,37.7211,1234626
"AU","ALDERLEY","4051",153.0011,-27.4247,1234627
"GB","Cardiff","CF14 7TJ",-3.2272,51.5296,1234628
"FR","Bordeaux","33100",-0.5805,44.8404,1234629
"TR","İstanbul","34880",29.2,40.9167,1234630
"TR","İstanbul","34340",29.0296,41.065,1234631
"NL","Rotterdam","3022 LC",4.4462,51.9171,1234632
"PL","Warszawa","02-943",21.0551,52.1907,1234633
"ES","Murcia","30007",-1.0993,38.0078,1234634
"NL","Uithoorn","1422 HK",4.822,52.2458,1234635
"NL","Amsterdam","1056 CV",4.8481,52.3736,1234636
"DE","Swisttal","53913",6.9167,50.7,1234637
"NL","Apeldoorn","7316 AV",5.9655,52.2193,1234638
"ES","Torremolinos","29620",-4.516,36.6266,1234639
"IN","PUNE","411005",73.8471,18.5247,1234640
"US","Philadelphia","19123",-75.151,39.966,1234641
"NL","Utrecht","3552 ez",5.1002,52.1074,1234642
"US","Vienna","22182",-77.2649,38.928,1234643
"ES","Madrid","28028",-3.6649,40.4319,1234644
"ES","Zaratán","47610",-4.8002,41.6507,1234645
"IT","BOLOGNA","40121",11.3387,44.4938,1234646
"GB","Leeds","LS2 8GH",-1.5416,53.8025,1234647
"FR","Vaires Sur Marne","77360",2.6398,48.8765,1234648
"ES","MOCEJÓN","45270",-3.9165,39.9256,1234649
"US","OAKLAND GARDENS","11364",-73.7588,40.7428,1234650
"PT","Vila Real Santo António","8900-322",-7.4177,37.195,1234651
"CH","Balsthal","4710",7.7003,47.3143,1234652
"CA","Toronto","M9R1M4",-79.546,43.6928,1234653
"FR","Clermont Ferrand","63100",3.0868,45.7797,1234654
"US","Lehi","84043",-111.8506,40.3958,1234655
"NL","Makkum","8754 LC",5.4127,53.0633,1234656
"US","Los Angeles","90068",-118.3305,34.1156,1234657
"PT","LISBOA","1050-020",-9.1333,38.7167,1234658
"ES","Javea","03730",0.165,38.7956,1234659
"GB","Hartlepool","TS24 7AA",-1.2104,54.6816,1234660
"ES","SEVILLA","41001",-5.9978,37.3896,1234661
"CA","VAUGHAN","L4J8M9",-79.4699,43.8253,1234662
"PL","Częstochowa","42-200",19.1161,50.8107,1234663
"US","NEW YORK","10103",-73.9762,40.7603,1234664
"US","Teaneck","07666",-74.0119,40.8915,1234665
"FR","LÀBEGE","31670",1.53,43.5294,1234666
"ES","OVIEDO","33003",-5.844,43.363,1234667
"US","Steamboat Springs","80487",-106.9318,40.6327,1234668
"GB","Swansea","SA5 7HF",-3.9568,51.6695,1234669
"DE","Berlin","10553",13.3215,52.5305,1234670
"ES","Elche","03203",-0.6323,38.2912,1234671
"NL","Dordrecht","3328 AL",4.6841,51.7769,1234672
"GB","Rotherham","S63 7PU",-1.3433,53.5029,1234673
"US","Rex","30273",-84.2782,33.5808,1234674
"ES","Castilleja de la Cuesta","41950",-6.0547,37.3854,1234675
"RS","Kragujevac","34000",20.9167,44.0167,1234676
"MX","TEPATITLÁN DE MORELOS","47600",-102.6258,20.8711,1234677
"IN","Hydrabad","500027",78.6476,17.456,1234678
"DE","OBERSTAUFEN","87534",10.0224,47.5557,1234679
"PL","POZNAŃ","61-136",16.9494,52.396,1234680
"PL","Pyskowice","44-120",18.5328,50.3906,1234681
"GB","CARDIFF","CF10 2EL",-3.1748,51.4792,1234682
"IT","San Valentino torio","84010",14.6093,40.6362,1234683
"GB","BURGESS HILL","RH15 0RP",-0.1169,50.9699,1234684
"NL","Wassenaar","2242 gk",4.3941,52.1397,1234685
"FR","PARIS","75017",2.3219,48.8835,1234686
"PL","TORUŃ","87-100",18.6235,53.0212,1234687
"ES","Alcobendas","28100",-3.6674,40.5614,1234688
"US","NEW YORK","10012",-73.9983,40.7255,1234689
"SK","BRATISLAVA","851 01",17.1067,48.1482,1234690
"ES","Renteria","20100",-1.8806,43.2464,1234691
"DE","Potsdam","14469",12.9899,52.4091,1234692
"US","Little Rock","72223",-92.5044,34.7902,1234693
"DE","Werne","59368",7.6342,51.6645,1234694
"IT","Napoli","80133",14.2681,40.8522,1234695
"TR","ESKİŞEHİR","26170",30.3711,39.5492,1234696
"US","brooklyn","11220",-74.0133,40.6412,1234697
"GB","SHEFFIELD","S9 1EN",-1.4116,53.414,1234698
"GB","Reading","RG2 9YP",-0.8978,51.3789,1234699
"ES","Santander","39002",-3.8077,43.4608,1234700
"PL","Jaworzynka","43-476",18.8812,49.5354,1234701
"FR","MARSEILLE","13013",5.4084,43.3186,1234702
"ES","GAVA","08850",1.993,41.2988,1234703
"ES","Ejea de los Caballeros","50600",-1.1161,42.0926,1234704
"FR","QUIMPER","29000",-4.098,47.996,1234705
"US","CHICAGO","60657",-87.6528,41.9399,1234706
"FR","Chatellerault","86100",0.5414,46.8549,1234707
"ES","BARCELONA","08002",2.1757,41.382,1234708
"SE","Obbola","91342",20.3167,63.7,1234709
"IT","SALERNO","84129",14.7933,40.6755,1234710
"DE","AACHEN","52062",6.0872,50.776,1234711
"RO","BUCHAREST","061331",26.0174,44.4378,1234712
"CO","BOGOTA","110821",-74.1426,4.6397,1234713
"PL","Golina","62-590",18.0535,52.2544,1234714
"PH","Quezon City","1107",121.0557,14.6624,1234715
"MX","Ciudad de México","11000",-99.2033,19.4234,1234716
"TR","Malatya","44900",38.2497,38.2972,1234717
"NL","Purmerend","1447 KA",4.973,52.4929,1234718
"RS","Beograd","11000",20.4651,44.804,1234719
"PL","Jabłonna-Majątek","23-114",22.6854,51.0914,1234720
"IN","Kolkata","700019",88.368,22.529,1234721
"IE","Kilcock","W23YE27",-6.5936,53.385,1234722
"ES","Rodeiro","36537",-7.9048,42.6593,1234723
"GB","London","KT1 4BA",-0.3166,51.4144,1234724
"DE","Diemelstadt","34474",9.0079,51.4878,1234725
"GB","Leeds","LS6 4JP",-1.5672,53.8292,1234726
"MK","Tetovo","1200",20.9714,42.0106,1234727
"ES","Gasteiz","01003",-2.6512,42.8454,1234728
"GB","PRUDHOE","NE42 5LR",-1.8437,54.9547,1234729
"FR","Sannois","95110",2.25,48.9667,1234730
"RO","Târgu Mureș","540256",24.5575,46.5425,1234731
"ES","Dos Hermanas","41702",-5.904,37.2625,1234732
"BE","Koekelare","8680",2.9215,51.1204,1234733
"IT","Parma","43126",10.3262,44.7994,1234734
"FR","Abrest","03200",3.4629,46.1087,1234735
"BE","Beringen","3582",5.2712,51.0591,1234736
"PL","Jaworzno","43-600",19.2918,50.2045,1234737
"PL","Polkowice","59-100",16.1109,51.5177,1234738
"SE","STOCKHOLM","11259",18.0649,59.3326,1234739
"US","HYDE PARK","02136",-71.1261,42.254,1234740
"MX","Guanajuato, Gto.","36250",-101.2723,20.975,1234741
"FR","St jean cap ferrat","06230",7.3109,43.7039,1234742
"BE","Avelgem","8580",3.445,50.7762,1234743
"DE","Saarbrücken","66119",7.0202,49.2087,1234744
"TH","Bangkok","10110",100.4562,13.7083,1234745
"DE","Schmallenberg","57392",8.285,51.1547,1234746
"SE","Ängelholm","26262",12.8622,56.2428,1234747
"ES","VELEZ-MALAGA","29700",-4.106,36.7692,1234748
"GB","Warwickshire","CV33 9RX",-1.5491,52.2471,1234749
"DE","Dresden","01277",13.75,51.05,1234750
"FR","ISSY-LES-MOULINEAUX","92130",2.2772,48.821,1234751
"IN","New Delhi","110087",77.0732,28.7441,1234752
"US","Dallas","75214",-96.7498,32.8248,1234753
"GB","Nottingham","NG6 0BD",-1.1849,52.9891,1234754
"US","GREENWICH","06830",-73.6262,41.0427,1234755
"DE","BONN","53127",7.0668,50.7112,1234756
"FR","Boulogne-Billancourt","92100",2.2413,48.8354,1234757
"GB","London","E16 2EY",0.038,51.501,1234758
"DE","MEPPEN","49716",7.291,52.6906,1234759
"NL","Vlaardingen","3135 px",4.3591,51.9161,1234760
"SG","SINGAPORE","018956",103.8584,1.2824,1234761
"FR","ILE D YEU","85350",-2.3494,46.7252,1234762
"IT","palermo","90146",13.3356,38.1321,1234763
"IT","Cormano","20032",9.1774,45.5388,1234764
"DE","Berlin","12277",13.375,52.4134,1234765
"US","Austin","78757",-97.7316,30.3437,1234766
"US","Milwaukee","53210",-87.9715,43.0685,1234767
"ES","Cardedeu","08440",2.3567,41.6419,1234768
"NL","Buurmalsen","4197 BM",5.292,51.8917,1234769
"US","Hastings","68901",-98.3911,40.5877,1234770
"AR","Godoy Cruz","5501",-68.8333,-32.9167,1234771
"US","ALLEN","75013",-96.6773,33.1186,1234772
"RO","GIURGIU","080388",25.9667,43.8833,1234773
"GB","SOLIHULL","B90 4RT",-1.8098,52.3985,1234774
"PL","Rybie","05-090",20.9129,52.121,1234775
"US","Yucaipa","92399",-117.0489,34.0282,1234776
"US","SAN JOSE","95116",-121.8508,37.3518,1234777
"DE","Duisburg","47119",6.7328,51.4632,1234778
"FR","Arles","13200",4.6303,43.6768,1234779
"IT","Roma","00198",12.5113,41.8919,1234780
"IT","san cipriano d'aversa","81036",14.1317,40.9988,1234781
"ES","RIBEIRA","15960",-8.9936,42.5519,1234782
"DE","München","81241",11.4635,48.1475,1234783
"GB","Bedworth","CV12 8EW",-1.4791,52.4818,1234784
"ES","Llíria","46160",-0.6583,39.7119,1234785
"PL","WARSZAWA","02-983",21.0975,52.1903,1234786
"GB","Snodland","ME6 5NL",0.4426,51.3307,1234787
"ES","A CORUÑA","15008",-8.4349,43.3408,1234788
"PL","Warszawa","03-253",21.0312,52.3194,1234789
"IT","PALERMO","90139",13.3356,38.1321,1234790
"SE","Senoren","37354",15.7667,56.1833,1234791
"ES","MADRID","28051",-3.6116,40.3445,1234792
"FR","LYON","69001",4.8467,45.7485,1234793
"FR","DOLOMIEU","38110",5.3761,45.5637,1234794
"MX","Nahuatzen","60280",-101.8796,19.6451,1234795
"PL","Przasnysz","06-300",20.8608,53.0947,1234796
"GB","Lincoln","LN6 0XH",-0.6004,53.2269,1234797
"GB","WOODFORD GREEN","IG8 0ER",0.0276,51.612,1234798
"ES","CASTILLEJA DE LA CUESTA","41950",-6.0547,37.3854,1234799
"ES","SANTANDER","39009",-3.8159,43.4527,1234800
"GB","London","E3 3UR",-0.0181,51.5191,1234801
"GB","Croydon","CR2 7BS",-0.0796,51.3576,1234802
"AT","Innsbruck","6020",11.3865,47.2714,1234803
"ES","Madrid","28035",-3.7283,40.4782,1234804
"ES","A CORUÑA","15142",-8.5117,43.3159,1234805
"CZ","BRNO","602 00",14.7833,48.7667,1234806
"ES","Agurain","01200",-2.3123,42.8113,1234807
"PL","Szczecinek","78-400",16.8405,53.639,1234808
"GB","Sheffield","S11 8RT",-1.5014,53.3708,1234809
"GB","Swindon","SN1 7BG",-1.7938,51.544,1234810
"PL","Kraków","30-721",20.0046,50.0408,1234811
"GB","BOURNEMOUTH","BH2 5LR",-1.8831,50.72,1234812
"TR","İstanbul","34060",28.9437,41.0783,1234813
"IT","Novate Milanese","20026",9.1395,45.5305,1234814
"US","New Smyrna Beach","32169",-80.8885,29.0172,1234815
"ES","cabrera de mar","08349",2.4061,41.5212,1234816
"ES","a estrada","36680",-8.4897,42.6902,1234817
"PT","Vila Nova de Gaia","4430-691",-8.6174,41.1336,1234818
"MX","MAZATLÁN","82123",-106.3179,23.2201,1234819
"US","asbury Park","07712",-74.0486,40.2507,1234820
"US","Richland","99354",-119.3067,46.3257,1234821
"TR","Kahramanmaraş","46300",37.1924,38.3448,1234822
"CA","Toronto","M4R2E9",-79.399,43.7081,1234823
"US","San Diego","92111",-117.1708,32.7972,1234824
"DE","Trier","54294",6.6188,49.744,1234825
"PL","MIKOŁÓW","43190",18.8793,50.1829,1234826
"US","Arlington","22203",-77.1142,38.8738,1234827
"PL","Pułtusk","06-100",21.027,52.7939,1234828
"GB","Southampton","SO16 9NT",-1.4608,50.9334,1234829
"DE","Öhringen","74613",9.5072,49.1988,1234830
"ES","san rafael","40410",-4.1821,40.7112,1234831
"US","Hyde Park","02136",-71.1261,42.254,1234832
"MX","nezahualcoyotl","57700",-99.0232,19.3999,1234833
"GB","Birmingham","B36 8JD",-1.8171,52.4985,1234834
"FR","Osny","95520",2.0628,49.0701,1234835
"FR","CLERMONT FERRAND","63000",3.0868,45.7797,1234836
"DE","Stadtlohn","48703",6.9192,51.994,1234837
"GB","Brampton","CA8 9AX",-2.7891,54.9055,1234838
"MX","ciudad de mexico","04320",-99.1759,19.3416,1234839
"GB","Sheffield","S12 2AF",-1.4251,53.3605,1234840
"DE","Rommerskirchen","41569",6.6833,51.0333,1234841
"TR","İzmir","35070",27.2308,38.4314,1234842
"GB","Leeds","LS27 9NU",-1.6032,53.7516,1234843
"FR","Briec","29510",-3.913,48.0668,1234844
"ES","Madrid","28015",-3.7105,40.4305,1234845
"BE","SINT-NIKLAAS","9100",4.1437,51.1651,1234846
"CH","Bulle","1630",7.0223,46.6021,1234847
"GB","Ware","SG12 9EH",-0.0314,51.812,1234848
"ES","PUERTOLLANO","13500",-4.1053,38.6912,1234849
"FR","MERIGNAC","33700",-0.6451,44.8425,1234850
"ES","A Coruña","15003",-8.4033,43.3707,1234851
"CA","HARROW","N0R1G0",-82.9529,42.0923,1234852
"DE","Bremen","28259",8.7457,53.0543,1234853
"GB","London","e17 4bj",6e-04,51.5939,1234854
"CA","dollard des ormeaux","h9a3j5",-73.8402,45.4831,1234855
"GB","London","SE1 1YZ",-0.0887,51.5022,1234856
"ES","GANDIA","46701",-0.1799,38.9745,1234857
"MX","Mérida","97128",-89.596,20.9598,1234858
"NL","Zwolle","8043 RH",6.047,52.5319,1234859
"DE","Peine","31224",10.2307,52.3233,1234860
"GB","Ipswich","IP4 1PR",1.1727,52.0545,1234861
"FR","Mont-de-Marsan","40000",-0.4971,43.8902,1234862
"IE","Clonmany","f93 p270",-7.4836,54.8319,1234863
"ES","Madrid","28042",-3.5711,40.4679,1234864
"ES","USURBIL","20170",-2.0567,43.2627,1234865
"PL","Małomice","67-320",15.4101,51.5664,1234866
"GB","Isleworth","Tw7 4FD",-0.3472,51.4796,1234867
"US","Tucson","85745",-111.0179,32.2434,1234868
"NL","LEIDEN","2312 DM",4.4898,52.1605,1234869
"DE","Berlin","10559",13.3499,52.5301,1234870
"BE","Lokeren","9160",3.9934,51.1036,1234871
"BE","OUD-HEVERLEE","3050",4.6642,50.8352,1234872
"DE","Metzingen","72555",9.2833,48.537,1234873
"IT","casina","42034",10.4995,44.5098,1234874
"NL","Ten Boer","9791 DL",6.7053,53.2823,1234875
"DE","Karlsruhe","76228",8.3858,49.0047,1234876
"FR","La Chevrolière","44118",-1.6112,47.091,1234877
"PT","COIMBRA","3030-327",-8.4196,40.2056,1234878
"ES","Valladolid","47010",-4.7135,41.6705,1234879
"ES","MADRID","28020",-3.6953,40.4564,1234880
"DE","Mannheim","68259",8.5339,49.4903,1234881
"GB","London","SW6 4UG",-0.2018,51.4732,1234882
"ES","VIGO","36212",-8.7646,42.211,1234883
"ES","Maoño","39108",-3.9114,43.4315,1234884
"NL","Rhoon","3161 DL",4.432,51.8526,1234885
"GB","Newport","PO30 5JN",-1.2951,50.7142,1234886
"US","Green Bay","54304",-88.0324,44.4975,1234887
"AT","Wien","1080",16.35,48.2167,1234888
"IE","Dublin","K67X4A3",-6.2181,53.4597,1234889
"TR","İzmir","35030",27.2501,38.4613,1234890
"ES","Madrid","28049",-3.6928,40.5251,1234891
"ES","ALICANTE-ALACANT","03016",-0.4455,38.3737,1234892
"CA","Toronto","M4L2P6",-79.326,43.6662,1234893
"GB","WATFORD","WD19 6AF",-0.3927,51.6169,1234894
"IT","Baranzate Di Bollate","20021",9.1172,45.5272,1234895
"CA","Corman Park","S7T0w5",-106.642,52.0667,1234896
"PL","Legionowo","05-119",20.9703,52.4085,1234897
"GB","BLACKBURN","BB2 1HF",-2.4943,53.7496,1234898
"US","BOCA RATON","33431",-80.0975,26.3799,1234899
"GB","Luton","LU4 9QD",-0.4629,51.9011,1234900
"TR","Ankara","34091",28.94,41.0279,1234901
"DE","Fraulautern","66740",6.7515,49.3137,1234902
"DE","Schopfheim","79650",7.8209,47.6511,1234903
"CA","Toronto","M4K2L4",-79.3598,43.678,1234904
"PL","zbaszyn","64-360",15.974,52.2343,1234905
"GB","Marlow","SL7 3NL",-0.778,51.5885,1234906
"GB","London","SW13 9LE",-0.2485,51.4737,1234907
"IT","Cremona","26100",10.0266,45.1659,1234908
"US","Los Angeles","90025",-118.4487,34.0447,1234909
"ES","Vitoria","01010",-2.7034,42.8563,1234910
"ES","Aretxabaleta","20550",-2.4703,43.0221,1234911
"ES","València","46008",-0.3866,39.4729,1234912
"ES","Berga","08600",1.8465,42.098,1234913
"RO","Galați","800544",28.05,45.45,1234914
"DE","DUISBURG","47239",6.6564,51.3926,1234915
"NO","Oslo","0750",10.7823,59.8457,1234916
"DE","Lehre","38165",10.6667,52.3333,1234917
"DE","Nußloch","69226",8.6956,49.3239,1234918
"GB","Bedford","MK40 3HU",-0.4631,52.1383,1234919
"IN","MUMBAI","400001",72.8138,18.9474,1234920
"GB","London","SW4 9HW",-0.1423,51.4542,1234921
"IN","Gurgaon","122017",76.9661,28.4001,1234922
"PL","GDAŃSK","80-264",18.6026,54.381,1234923
"PL","Pasek","05-205",21.34,52.4531,1234924
"US","Avon Lake","44012",-82.0111,41.5019,1234925
"US","Suisun City","94585",-122.042,38.2408,1234926
"US","WAXAHACHIE","75165",-96.8374,32.3808,1234927
"NL","Haskerdijken","8468 BK",5.8785,52.9938,1234928
"DE","Leipzig","04158",12.3418,51.4035,1234929
"TR","Gaziantep","27010",37.3437,37.0484,1234930
"DE","Bad Füssing","94072",13.312,48.351,1234931
"US","New York","10032",-73.942,40.8382,1234932
"TR","Muğla","48400",27.4292,37.0383,1234933
"ES","Barcelona","08019",2.2114,41.4126,1234934
"DE","Landshut","84030",12.1366,48.5602,1234935
"DE","Dresden","01219",13.7679,51.021,1234936
"PL","Bystrzyca Kłodzka","57-500",16.7436,50.2319,1234937
"FR","COUTANCES","50200",-1.4788,49.1028,1234938
"IT","Campiglia Marittima","57021",10.6145,43.06,1234939
"IT","Mugnano Di Napoli","80018",14.2098,40.9094,1234940
"DE","Berlin","10719",13.3257,52.4988,1234941
"US","Haymarket","20169",-77.6445,38.8674,1234942
"PL","Poddębice","99-200",18.8156,51.8689,1234943
"CA","saint-philippe","J0L2K0",-73.5069,45.3363,1234944
"IN","Delhi","110046",77.1118,28.6093,1234945
"IN","Faridabad","121003",77.3329,28.4651,1234946
"HR","ZADAR","23000",15.1956,44.1706,1234947
"US","Detroit","48203",-83.1009,42.4212,1234948
"TR","Erzurum","25500",40.7887,39.8856,1234949
"GB","London","SW7 4PH",-0.1832,51.4953,1234950
"AR","cruz alta","4178",-64.8833,-27.1333,1234951
"GB","Sandhurst","GU47 8JD",-0.8153,51.3537,1234952
"AU","Goodwood","5034",138.584,-34.964,1234953
"ES","Alcalá de Henares","28803",-3.3969,40.4604,1234954
"FR","Cap D’ail","06320",7.4056,43.7213,1234955
"NL","almere","1313 CV",5.2002,52.3836,1234956
"TR","İstanbul","34158",28.8503,40.9835,1234957
"PL","Ostrołęka","07-410",21.5208,53.1162,1234958
"IT","Villanova","06072",12.319,43.0261,1234959
"ES","Santa Coloma de Gramenet","08923",2.2126,41.4438,1234960
"IN","Ludhiana","141003",75.6916,31.3267,1234961
"PL","BRZEŹNICA","34-114",19.6486,49.96,1234962
"SI","Radenci","9252",16.0378,46.642,1234963
"BE","sint job in 't goor","2960",4.6383,51.3502,1234964
"DE","Frankfurt am Main","60529",8.5916,50.0841,1234965
"US","New York","10016",-73.9781,40.7443,1234966
"ES","els pallaresos","43151",1.265,41.1684,1234967
"US","Greenville","27858",-77.3485,35.5866,1234968
"CA","Brampton","L6P1L4",-79.7346,43.7756,1234969
"SK","Sabinov","083 01",21.1106,49.1311,1234970
"IE","Clonmel","E91ax67",-7.7039,52.355,1234971
"ES","barcelona","08005",2.2015,41.3977,1234972
"FR","Jacob bellecombette","73000",5.939,45.5756,1234973
"PT","Cascais","2750-611",-9.4215,38.6979,1234974
"BE","Aarschot","3200",4.8041,50.9663,1234975
"FR","ANNECY","74000",6.1256,45.9088,1234976
"HR","Osijek","31000",18.8375,45.5272,1234977
"TR","İstanbul","34513",28.6773,41.027,1234978
"IT","ROZZANO","20089",9.1694,45.3946,1234979
"ES","Orihuela","03300",-0.9367,38.0832,1234980
"ES","MADRID","28011",-3.7537,40.4214,1234981
"IT","Scafati","84018",14.5372,40.7602,1234982
"DE","Krefeld","47829",6.6366,51.3553,1234983
"DE","Meschede","59872",8.2833,51.3502,1234984
"CA","Arthur","N0G1A0",-80.5412,43.8367,1234985
"DE","Eching- Weixerau","84174",12.0667,48.5,1234986
"PT","FUNCHAL","9024-501",-16.9,32.6333,1234987
"IT","ponte san nicolò","35020",11.8678,45.3471,1234988
"US","Columbia","38401",-87.038,35.6156,1234989
"TR","İstanbul","34742",29.0969,40.9614,1234990
"IT","Tegoleto- civitella in Val di chiana","52041",11.7723,43.4042,1234991
"US","Southampton","18966",-75.0071,40.1868,1234992
"TR","Muğla","48000",28.3665,37.2181,1234993
"US","Woodland Hills","91364",-118.6,34.1557,1234994
"DE","Remscheid","42897",7.2556,51.1833,1234995
"US","SLIDELL","70461",-89.729,30.2726,1234996
"US","Austin","78746",-97.8181,30.2971,1234997
"GB","Waltham Cross","EN8 8BY",-0.0361,51.6854,1234998
"IT","Roma","00187",12.5113,41.8919,1234999
"IN","Udaipur","313001",73.6237,24.7168,1235000
"DE","Dormagen","41539",6.84,51.0964,1235001
"TR","İstanbul","34510",28.6773,41.027,1235002
"DE","VELBERT","42553",7.0914,51.3005,1235003
"DE","Stuttgart","70563",9.1464,48.7258,1235004
"PL","Nasielsk","05-190",20.8478,52.5551,1235005
"FR","Évreux","27000",1.1508,49.0241,1235006
"ES","Murcia","30152",-1.1497,37.957,1235007
"IT","Milano","20132",9.1895,45.4643,1235008
"GB","London","SW15 6JN",-0.2315,51.4642,1235009
"GB","Ruislip, Middlesex","HA4 8TZ",-0.4087,51.5735,1235010
"NL","Westervoort","6931 WV",5.9786,51.9554,1235011
"DE","Wilhelmshaven","26386",8.1266,53.5568,1235012
"FR","Nantes","44000",-1.5534,47.2173,1235013
"GB","Glasgow","G13 2NG",-4.3311,55.8999,1235014
"SE","Stockholm","11821",18.0649,59.3326,1235015
"DE","Netphen","57250",8.1513,50.8998,1235016
"CA","Saskatoon","S7H3B2",-106.6198,52.1197,1235017
"DE","Pfullendorf","88630",9.2578,47.9261,1235018
"DE","Koblenz","56072",7.5251,50.3578,1235019
"ES","MADRID","28007",-3.6699,40.4063,1235020
"FR","Oeting","57600",6.8948,49.1476,1235021
"DE","STUTTGART","70173",9.1767,48.7786,1235022
"PL","Nowa Wieś","07-416",21.3735,53.0978,1235023
"CA","Ajax","L1S3Z8",-79.0149,43.839,1235024
"ES","cabanillas","19171",-3.2483,40.6399,1235025
"DE","Castrop-Rauxel","44579",7.3167,51.55,1235026
"DE","Koblenz","56073",7.5812,50.3586,1235027
"ES","Benicassim","12560",0.0467,40.053,1235028
"ES","la palma de cervelló","08756",1.9612,41.4121,1235029
"BE","BRUGGE","8000",3.2242,51.2089,1235030
"ES","San Pedro Alcántara","29670",-4.9922,36.489,1235031
"GB","Loughborough","LE11 3ST",-1.2345,52.7568,1235032
"FR","Obernai","67210",7.5163,48.451,1235033
"FR","MONTESSON","78360",2.1375,48.9092,1235034
"IT","Latina","04100",12.7931,41.4836,1235035
"DE","DÜSSELDORF","40219",6.7637,51.2125,1235036
"ES","UTRERA","41710",-5.751,37.0938,1235037
"GB","Kilmarnock","KA3 7DT",-4.4782,55.6085,1235038
"US","Tulsa","74114",-95.9408,36.1262,1235039
"ES","La Coruña","15006",-8.3924,43.3547,1235040
"IT","Milano","20136",9.1895,45.4643,1235041
"MX","QUERETARO","76127",-100.4252,20.6683,1235042
"TR","Bursa","16140",28.9707,40.2361,1235043
"PL","Sulęcin","69-200",15.1169,52.4429,1235044
"ES","Pola de lena","33630",-5.8294,43.1548,1235045
"CA","Montréal","H3W2c8",-73.6162,45.4839,1235046
"DE","Risum-Lindholm","25920",8.9275,54.7386,1235047
"GB","Hayes","UB3 4AR",-0.4296,51.4964,1235048
"NL","Gendringen","7081 CC",6.3754,51.872,1235049
"DE","Stendal","39576",11.8587,52.6069,1235050
