"CLIENT_ISO_CODE","CITY","ZIPCODE","LONGITUDE","LATITUDE","id_cp"
"IE","DUBLIN","D05 KP62",-6.1921,53.3842,1242852
"ES","Vilassar De Dalt","08339",2.3468,41.5224,1242853
"NL","Tricht","4196 Jb",5.2612,51.8949,1242854
"GB","Hull","Hu3 6pf",-0.3778,53.745,1242855
"ES","Legazpi","20230",-2.3468,43.0586,1242856
"NL","Zoetermeer","2716 BV",4.4575,52.0528,1242857
"NL","DRUTEN","6651 GD",5.5996,51.883,1242858
"GB","SIDCUP","DA15 9EN",0.0992,51.4433,1242859
"NL","Capelle Aan Den IJssel","2905 AG",4.6001,51.9377,1242860
"GB","Barry","CF62 5BH",-3.2783,51.3934,1242861
"NO","HASLUM","1305",10.5563,59.9149,1242862
"BE","BOORTMEERBEEK","3190",4.5744,50.9793,1242863
"ES","Cabo de Gata","04150",-2.231,36.7746,1242864
"FR","Romenay","71470",5.116,46.5573,1242865
"CH","Merenschwand","5634",8.3839,47.2627,1242866
"FR","gap","05000",6.01,44.5338,1242867
"PL","Radziejowice","96-325",20.5394,52.0461,1242868
"GB","Deeside","CH5 3JS",-3.0513,53.1804,1242869
"US","Sebring","33872",-81.4872,27.4703,1242870
"CA","Pointe Claire","H9R5M5",-73.8213,45.4433,1242871
"PT","Azambuja","2050-398",-8.8682,39.0703,1242872
"CA","CALEDON","L7C3V3",-79.8771,43.801,1242873
"MY","Tanjung Tokong","11200",100.2943,5.4515,1242874
"DE","Parsau","38470",10.8902,52.5347,1242875
"GB","Congleton","CW12 3ER",-2.1971,53.1627,1242876
"ES","La guardia de jaen","23170",-3.6928,37.7617,1242877
"GB","LIVERPOOL","L13 0BD",-2.9209,53.424,1242878
"GB","TROON","KA10 6ET",-4.6507,55.5349,1242879
"GB","Bishop Auckland","DL14 6JN",-1.6785,54.6502,1242880
"IT","camponogara","30010",12.08,45.2935,1242881
"CA","Montréal","H2P2L5",-73.6341,45.5405,1242882
"GB","Bishop’s Stortford","CM23 3LY",0.1626,51.8589,1242883
"NL","Tiel","4002 ha",5.4169,51.894,1242884
"GB","New Malden","KT3 6PF",-0.243,51.3924,1242885
"ES","BARBASTRO","22300",0.1308,42.0187,1242886
"IT","firenze","50125",11.2333,43.75,1242887
"ES","Velez-Rubio","04820",-1.9344,37.5537,1242888
"NL","Ridderkerk","2989 ag",4.6118,51.8528,1242889
"GB","Colchester","CO5 9GD",0.7514,51.8354,1242890
"IT","Ronago","22027",8.9836,45.8323,1242891
"NL","Elst","6662 cp",5.869,51.9235,1242892
"IT","Minerbio","40061",11.455,44.6196,1242893
"IN","Delhi","110076",77.3099,28.5161,1242894
"US","Hudson","12534",-73.7552,42.247,1242895
"GB","Leeds","LS13 3DF",-1.6383,53.8145,1242896
"NL","Hoorn","1627 ld",5.094,52.6431,1242897
"IN","Bahadur garh","124507",76.8258,28.7918,1242898
"SG","Singapore","554343",103.8704,1.3662,1242899
"NL","Valkenswaard","5555 LB",5.4712,51.3461,1242900
"GB","London","SW15 3EB",-0.2456,51.4382,1242901
"GB","London","SE7 8HW",0.0435,51.4831,1242902
"RO","Arad","310257",21.3167,46.1833,1242903
"PT","Amadora","2700-792",-9.2308,38.7538,1242904
"ES","Argoños","39197",-3.4953,43.4545,1242905
"PL","Biadoliny Radłowskie","32-828",20.6925,50.0075,1242906
"SG","Singapore","648254",103.6973,1.3518,1242907
"US","Brownstown","48193",-83.2461,42.1782,1242908
"GB","Welling","DA16 3NG",0.0968,51.4712,1242909
"MX","Tehuacán","75855",-97.4162,18.4766,1242910
"PL","Targowiska","38-430",21.7592,49.6138,1242911
"GB","Manchester","M23 9EB",-2.3065,53.4038,1242912
"US","Guilderland","12084",-73.8975,42.6973,1242913
"FR","Neuilly Plaisance","93360",2.506,48.8634,1242914
"FR","Cocheren","57800",6.8565,49.1438,1242915
"NL","Nuenen","5672 ST",5.5498,51.4596,1242916
"PL","Kryniczno","55-114",17.0264,51.2695,1242917
"BG","БУРГАС","8000",27.4667,42.5,1242918
"CA","Toronto","M2R3N5",-79.449,43.7797,1242919
"FR","VENTISERI","20240",9.3334,41.9436,1242920
"IN","Sangli","416414",74.7699,17.112,1242921
"ES","el cuervo","41749",-6.0097,36.8615,1242922
"FR","Chateau Arnoux St Auban","04600",6.0092,44.0937,1242923
"GB","Sheffield","S35 9TZ",-1.4595,53.4467,1242924
"GB","Skegness","PE25 2RW",0.3268,53.1538,1242925
"GB","Salisbury","SP3 6NN",-2.0851,51.0585,1242926
"IN","New Delhi","110091",77.3019,28.5957,1242927
"CA","Sainte-Adèle","J8B1P4",-74.1185,45.9474,1242928
"GB","Plymouth","PL1 4AE",-4.1789,50.3738,1242929
"GB","Caterham","CR3 5RQ",-0.0955,51.2817,1242930
"GB","London","w3 9hg",-0.2756,51.514,1242931
"ES","Algemesi","46680",-0.4314,39.216,1242932
"NL","Den-Bosch","5222 AX",5.2679,51.7035,1242933
"ES","jaén","23008",-3.7873,37.778,1242934
"GB","London","NW8 9NY",-0.1781,51.5302,1242935
"NL","Weert","6003 CE",5.7149,51.2659,1242936
"GB","London","N21 3DX",-0.0826,51.6318,1242937
"PT","Lisboa","1350-249",-9.1333,38.7167,1242938
"GB","London","EC2M 5TE",-0.088,51.517,1242939
"GB","Chelmsford","CM1 7BG",0.4688,51.7724,1242940
"GB","London","IG4 5EF",0.0598,51.5778,1242941
"MX","Cuauhtemoc","31500",-106.8758,28.5824,1242942
"HR","Murter","22243",15.5899,43.8204,1242943
"SE","Stockholm","11625",18.0649,59.3326,1242944
"RS","Arandjelovac","34304",20.6214,44.2789,1242945
"GB","Virginia Water","GU25 4EH",-0.5661,51.397,1242946
"GB","Aberdeen","AB15 9RD",-2.1852,57.1217,1242947
"ES","Paterna de Rivera","11178",-5.8512,36.5255,1242948
"GB","SIDCUP","DA15 8RL",0.1015,51.4517,1242949
"ES","Castejón","31590",-1.6712,42.16,1242950
"US","Compton","90222",-118.2357,33.9099,1242951
"GB","Weybridge","KT13 0AD",-0.4353,51.3655,1242952
"CA","Guelph","N1G5H2",-80.2088,43.5123,1242953
"FR","TOURGEVILLE","14800",0.0633,49.3059,1242954
"NL","Maarssen","3605 GG",5.0185,52.1426,1242955
"IN","Narsipatnam","531117",82.5319,17.671,1242956
"DE","Duisburg","47059",6.7428,51.4375,1242957
"FR","Seiches-sur-le-Loir","49140",-0.2546,47.5804,1242958
"PL","Łódź","93-189",19.4695,51.7444,1242959
"AT","Kematen an der Ybbs","3331",14.7,48.0167,1242960
"DE","Nörten-Hardenberg","37176",9.9359,51.6288,1242961
"US","Tampa","33635",-82.6048,28.0301,1242962
"FR","CHAMPAGNE-SUR-OISE","95660",2.2423,49.1405,1242963
"GB","London","SW19 2DX",-0.1727,51.417,1242964
"GB","HIGH WYCOMBE","HP15 6NE",-0.7253,51.6605,1242965
"US","Honesdale","18431",-75.2528,41.5792,1242966
"DE","Dresden","01129",13.736,51.0967,1242967
"NO","RENA","2450",11.2514,61.2728,1242968
"GB","MANCHESTER","M18 8UY",-2.1541,53.4677,1242969
"SE","Uppsala","75228",17.6454,59.8585,1242970
"GB","Hornchurch","RM11 2AU",0.2083,51.5761,1242971
"IT","Bettona","06084",12.487,43.0112,1242972
"RO","Roman","611015",26.9265,46.9212,1242973
"GB","Brackley","NN13 6JH",-1.1484,52.0415,1242974
"IT","Pomigliano D’arco","80038",14.3832,40.9098,1242975
"ES","tui","36700",-8.6408,42.0511,1242976
"CA","St Anns","L0R1Y0",-79.4634,43.065,1242977
"US","Oakley","94561",-121.7036,37.994,1242978
"CA","Gander","A1V2E9",-54.6104,48.9667,1242979
"MX","Cd. Juarez","32575",-106.3788,31.6174,1242980
"ZA","RUSLOO","1475",28.25,-26.2167,1242981
"GB","London","SE8 3GS",-0.0171,51.481,1242982
"DE","Elsdorf","50189",6.5683,50.9374,1242983
"RS","Банатско Ново Село","26314",20.7836,44.9894,1242984
"AR","LOMAS DEL MIRADOR","1752",-58.5333,-34.65,1242985
"DE","Illingen","66557",7.0476,49.3736,1242986
"CA","Montreal","H1M2G2",-73.551,45.5828,1242987
"GB","London","E14 0QL",0.0056,51.5121,1242988
"DE","Dresden","01309",13.75,51.05,1242989
"GB","Warrington","WA5 4HB",-2.6544,53.4334,1242990
"GB","Cardiff","cf15 8fx",-3.2435,51.5109,1242991
"ES","Madrid","28723",-3.6116,40.7507,1242992
"CZ","Praha 515","155 00",14.3083,50.0333,1242993
"NL","Cuijk","5431 RH",5.8769,51.7359,1242994
"NL","Amsterdam","1078 BG",4.8892,52.3478,1242995
"DE","Thierhaupten","86672",10.9086,48.5653,1242996
"BG","Годеч","2240",23.0442,43.015,1242997
"GB","Knaresborough","HG5 0FB",-1.4546,54.0108,1242998
"PT","Paredes","4580-180",-8.3315,41.2049,1242999
"GB","Goole","DN14 6XL",-0.9,53.7045,1243000
"GB","NEWCASTLE UPON TYNE","NE13 7HE",-1.6336,55.0475,1243001
"PH","Guimbal","5022",122.3208,10.6631,1243002
"IT","Cencenighe Agordino","32020",11.8748,46.4976,1243003
"RO","Cluj-Napoca","400641",23.6,46.7667,1243004
"IE","Killarney","V93W9X2",-9.5833,51.8833,1243005
"ES","Jacarilla","03310",-0.8437,38.0443,1243006
"US","West Linn","97068",-122.648,45.3669,1243007
"GB","Prenton","CH43 0TX",-3.0605,53.3727,1243008
"PL","Duszniki","64-550",16.3395,52.4792,1243009
"NL","Amsterdam","1068 SK",4.8099,52.3516,1243010
"PT","Felgueiras","4610-459",-8.1793,41.3562,1243011
"HU","Tiszabo","5232",20.4833,47.3,1243012
"FR","Buxy","71390",4.7107,46.7544,1243013
"TR","Hatay","31300",36.1886,36.4726,1243014
"PT","QUELUZ DE BAIXO","2730-225",-9.2697,38.742,1243015
"GB","Purley","CR8 3QA",-0.1244,51.3419,1243016
"FR","La fare les oliviers","13580",5.1943,43.551,1243017
"PL","Pniewo","74-100",14.5002,53.2895,1243018
"DE","SCHORNDORF","73614",9.5272,48.8054,1243019
"GB","Colchester","CO4 9AL",0.9341,51.9157,1243020
"ES","Salar","18310",-4.0491,37.1212,1243021
"ES","Madrid","28230",-3.9216,40.5235,1243022
"SE","Uddevalla","45143",11.9424,58.3478,1243023
"AU","Lakemba","2195",151.0756,-33.9192,1243024
"GB","London","SE20 8HB",-0.0597,51.4107,1243025
"DE","Bubsheim","78585",8.8333,48.1167,1243026
"AR","Salliqueló","6339",-62.9333,-36.75,1243027
"GB","SWANSEA","SA2 7HR",-4.042,51.6103,1243028
"PL","warszawa","04-667",21.1338,52.2132,1243029
"PL","Kraków","30-435",19.919,49.9951,1243030
"US","Dunedin","34698",-82.7794,28.0284,1243031
"ES","VILLARRUBIA DE LOS OJOS","13670",-3.6218,39.223,1243032
"DE","Schwielowsee","14548",12.9722,52.3389,1243033
"NL","HILVERSUM","1222 TH",5.1781,52.2332,1243034
"GB","Reading","RG2 0RR",-0.9751,51.4477,1243035
"FR","MONTMAGNY","95360",2.3469,48.9734,1243036
"NL","Amsterdam","1011 EH",4.9026,52.3758,1243037
"FR","SABLE SUR SARTHE","72300",-0.3247,47.7664,1243038
"ES","elche","03290",-0.6726,38.2567,1243039
"FR","BALLON-SAINT MARS","72290",0.2543,48.2004,1243040
"PL","Szczecin","71-126",14.5179,53.4302,1243041
"NL","Roosendaal","4706 EB",4.4871,51.5264,1243042
"FR","Ande","27430",1.298,49.2754,1243043
"ES","Madrid","28941",-3.8019,40.2951,1243044
"GB","Exeter","EX2 7PN",-3.471,50.7125,1243045
"AT","Götzis","6840",9.6331,47.3331,1243046
"GB","London","SW5 9BH",-0.1913,51.4897,1243047
"NL","Zeist","3702 TM",5.2314,52.0902,1243048
"US","Airway Heights","99001",-117.5921,47.6438,1243049
"FR","saint jean de serres","30350",4.1131,44.0219,1243050
"NL","Groningen","9736 TS",6.6044,53.2458,1243051
"IT","Cipressa","18017",7.9314,43.852,1243052
"DE","Waldems","65529",8.3333,50.25,1243053
"NL","Rosmalen","5246 je",5.3415,51.7049,1243054
"CA","Toronto","M5V3S6",-79.397,43.6478,1243055
"PL","ŻYRARDÓW","96-300",20.439,52.0189,1243056
"GB","Corby","NN17 3JJ",-0.6365,52.4957,1243057
"CA","Mississauga","L4Y2V3",-79.612,43.609,1243058
"NL","Amsterdam","1069 PL",4.7863,52.352,1243059
"SE","Alvesta","34232",14.5556,56.8994,1243060
"PT","Caldas da rainha","2500-287",-9.1384,39.4033,1243061
"NL","Dongen","5103 SN",4.9588,51.6217,1243062
"GB","DERBY","DE23 4YQ",-1.5232,52.9024,1243063
"CA","Montreal","H3N2C7",-73.6202,45.5269,1243064
"IE","Lucan","K78YW63",-6.4486,53.3574,1243065
"PT","Aveiro","3800-266",-8.6455,40.6443,1243066
"GB","cobham ,surrey","kt11 2ax",-0.4053,51.3349,1243067
"ES","COMILLAS","39520",-4.2923,43.3865,1243068
"CA","ST DAVIDS","L0S1J1",-79.1034,43.1575,1243069
"ES","el prat de llobregat","08820",2.0959,41.312,1243070
"AT","Berndorf","5165",13.0667,47.9833,1243071
"BE","DINANT","5500",4.8979,50.2738,1243072
"DE","RASTEDE","26180",8.2,53.25,1243073
"IE","Ballymin","D11CVY6",-6.293,53.3899,1243074
"CA","Etobicoke","M9C4Y5",-79.5676,43.6495,1243075
"IT","San Gennaro Vesuviano","80040",14.4411,40.8332,1243076
"IN","Nagpur","440018",79.0981,21.1526,1243077
"US","OMAHA","68154",-96.1206,41.2642,1243078
"NL","Nieuwlande","7918 AL",6.6154,52.6961,1243079
"GB","Shifnal","TF11 8DR",-2.3694,52.6673,1243080
"ES","Altzaga","48950",-2.9526,43.3156,1243081
"GB","Leicester","LE5 1PE",-1.0625,52.6619,1243082
"IE","KELLS","A82 R8F5",-6.8792,53.7264,1243083
"ES","soria","42005",-2.9176,41.8629,1243084
"FR","Magny-en-Vexin","95420",1.7706,49.1706,1243085
"BE","Trooz","4870",5.7364,50.5734,1243086
"PT","Porto","4050-428",-8.611,41.1496,1243087
"FR","louey","65290",0.0233,43.2007,1243088
"DE","HELMSTEDT","38350",11.0098,52.2279,1243089
"US","Black Diamond","98010",-122.0053,47.3114,1243090
"DE","Simbach a. Inn","84359",13.0231,48.2655,1243091
"US","CHICAGO","60659",-87.7166,41.9972,1243092
"NO","Lillehammer","2624",10.4436,61.1389,1243093
"PL","Bydgoszcz","85-201",17.9848,53.1294,1243094
"PT","Ponte de sor","7400-215",-8.0101,39.2496,1243095
"NL","BUNSCHOTEN-SPAKENBURG","3751 JT",5.3814,52.236,1243096
"ES","astigarraga","20115",-1.9344,43.2794,1243097
"NL","Warffum","9989 EE",6.5304,53.395,1243098
"FR","St Christol lez Ales","30380",4.0769,44.0841,1243099
"MX","Ciudad Juárez","32414",-106.4192,31.7436,1243100
"CH","Attalens","1616",6.8541,46.5078,1243101
"DE","REUTLINGEN","72764",9.2125,48.4931,1243102
"GB","Swindon","SN2 1SF",-1.7779,51.582,1243103
"NL","Den Bosch","5221 RD",5.2436,51.7223,1243104
"GB","Reading","RG5 3QR",-0.9101,51.4455,1243105
"BG","БОЖУРИЩЕ","2227",23.2,42.75,1243106
"SE","Farsta strand","12372",18.0833,59.25,1243107
"FR","Pont A Mousson","54700",6.0484,48.8849,1243108
"NL","den haag","2513 SJ",4.2943,52.0779,1243109
"FR","Ares","33740",-1.1342,44.7658,1243110
"CA","Montréal","H1B3W9",-73.5027,45.6435,1243111
"GB","Dunmow","CM6 4BF",0.3642,51.8626,1243112
"DE","Allershausen","85391",11.6,48.4333,1243113
"GB","Caernarfon","LL55 2HR",-4.2691,53.1348,1243114
"IT","Brescello","42041",10.5127,44.8953,1243115
"DE","Pirmasens","66953",7.629,49.2149,1243116
"AR","General Levalle","6132",-63.8917,-34.0167,1243117
"GB","MIDDLESBROUGH","TS3 9LN",-1.184,54.56,1243118
"IT","Suisio","24040",9.6146,45.5772,1243119
"PT","Freixo de cima","4615-013",-8.2606,41.3124,1243120
"DE","Wilsum","49849",6.85,52.5333,1243121
"GB","London","SW1V 2TA",-0.1346,51.4908,1243122
"IE","Goatstown","D14 DW64",-6.2593,53.296,1243123
"PL","Poznań","61-525",16.9181,52.3892,1243124
"IE","Malahide","K36 N673",-6.1544,53.4508,1243125
"BR","Imbituba","88780-000",-48.7045,-28.1909,1243126
"ES","arroyo de san servan","06850",-6.461,38.8405,1243127
"FR","ILLKIRCH GRAFFENSTADEN","67400",7.7152,48.5289,1243128
"IE","Carrick-On-Suir","E32 NT27",-7.4131,52.3492,1243129
"GB","Aberdeen","AB15 5HB",-2.1473,57.1474,1243130
"IE","DUBLIN","D15 VK6X",-6.4165,53.3832,1243131
"US","South Glens Falls","12803",-73.6294,43.2836,1243132
"HU","Miskolc","3530",20.7833,48.1,1243133
"RO","Didesti","147110",24.8833,44.2167,1243134
"IE","Dundalk","A91 X5X2",-6.4167,54,1243135
"GB","BURY","BL9 6ER",-2.2798,53.6038,1243136
"ES","PERILLO","15172",-8.3718,43.3335,1243137
"NL","Ede","6716 DE",5.6432,52.0211,1243138
"FR","Hésingue","68220",7.5191,47.5782,1243139
"PL","Zlotoryja","59-500",16.0225,51.1402,1243140
"GB","London","W4 5JJ",-0.2731,51.4974,1243141
"ES","Villalba del alcor","21860",-6.5036,37.4068,1243142
"FR","Vert-le-Petit","91710",2.3653,48.5516,1243143
"US","MIAMI","33191",-80.1937,25.7743,1243144
"CA","Toronto","M6G1T5",-79.4264,43.6669,1243145
"IT","Pizzo","89812",16.187,38.7526,1243146
"IE","Shankill","D18N294",-6.1774,53.2469,1243147
"ES","Sa Vileta-Son Rapinya","07011",2.604,39.6279,1243148
"CA","Vaughan","L4H0G5",-79.5924,43.7603,1243149
"FR","Tassin la Demi-Lune","69160",4.7881,45.755,1243150
"IT","Occhieppo Inferiore","13897",8.021,45.5501,1243151
"MX","Cancún","77560",-86.8471,21.0878,1243152
"FR","Gaillon-sur-Montcient","78250",1.8493,49.0272,1243153
"RO","Tulcea","820230",28.8,45.1667,1243154
"GB","Ilford","IG1 3NZ",0.0617,51.5704,1243155
"GB","Aberdeen","AB12 5GZ",-2.236,57.0838,1243156
"NL","Amsterdam","1075 LE",4.8585,52.3485,1243157
"NL","Losser","7581 EB",7.0113,52.2568,1243158
"GB","Dunblane","FK15 9JL",-3.9804,56.1927,1243159
"GB","London","E14 0TT",0.0068,51.5123,1243160
"GB","London","Nw6 1dn",-0.196,51.5564,1243161
"GB","Birmingham","B42 2AB",-1.9051,52.5354,1243162
"NL","Purmerend","1441 RD",4.9589,52.5055,1243163
"GB","Glasgow","G33 6FD",-4.1372,55.889,1243164
"NL","Amsterdam","1073 AX",4.8974,52.3575,1243165
"GB","Bristol","BS9 3RA",-2.623,51.4913,1243166
"MX","CIUDAD DE MÉXICO","04240",-99.1287,19.3474,1243167
"PT","LISBOA","1000-092",-9.1333,38.7167,1243168
"DE","Postbauer-Heng","92353",11.3572,49.3053,1243169
"GB","brighton","bn2 6la",-0.0709,50.8272,1243170
"TR","Aydın","09540",27.8409,37.574,1243171
"FR","martigues","13500",5.0553,43.4074,1243172
"BR","Jarinu","13240-000",-46.7254,-23.0977,1243173
"ES","la milla del rio","24283",-5.8512,42.5731,1243174
"PL","Dziecinów","08-443",21.3467,51.899,1243175
"GB","Narberth","SA67 8TA",-4.7288,51.7979,1243176
"US","Jamaica","11433",-73.7877,40.6969,1243177
"CA","Winnipeg","R3T6B3",-97.1335,49.8077,1243178
"IT","Cinquefrondi","89021",16.0842,38.4162,1243179
"IT","Vita","91010",12.736,38.101,1243180
"RO","Amara","927020",27.3167,44.6167,1243181
"SE","GÖTEBORG","41483",11.9668,57.7072,1243182
"US","North Reading","01864",-71.0947,42.5819,1243183
"US","West Covina","91790",-117.9366,34.0673,1243184
"US","Waterford","48327",-83.4076,42.6438,1243185
"CA","Toronto","M3N2T8",-79.5256,43.7745,1243186
"IT","Subiaco (Roma)","00028",13.0891,41.9262,1243187
"CA","Hamilton","L0R1P0",-79.8126,43.1682,1243188
"MX","Heroica Matamoros","87344",-97.533,25.6122,1243189
"NL","hoofddorp","2135 VG",4.664,52.2919,1243190
"PT","Turcifal","2565-774",-9.2557,39.0301,1243191
"IT","TORINO","10136",7.6868,45.0705,1243192
"GB","Skegness","PE25 1DJ",0.3466,53.1529,1243193
"PL","WÓLKA KOSÓWSKA","05-552",20.848,52.0583,1243194
"GB","MARKET HARBOROUGH","LE16 9HF",-0.9159,52.4666,1243195
"MX","Cdmx","05129",-99.2625,19.3937,1243196
"CA","BRAMPTON","L6R2S2",-79.7489,43.7629,1243197
"CH","hendschiken","5604",8.2159,47.3846,1243198
"GB","Milton Malsor","NN7 3AT",-0.9268,52.1933,1243199
"NL","Zundert","4881 WT",4.6506,51.466,1243200
"PT","Barcelos","4755-404",-8.6266,41.4946,1243201
"US","Lutz","33548",-82.4821,28.1385,1243202
"SE","Gnosjö","33531",13.7369,57.3585,1243203
"NL","Meijel","5768 PN",5.8753,51.334,1243204
"GB","Leicester","LE2 8DB",-1.1468,52.5973,1243205
"GB","LONDON","E18 1JJ",0.0282,51.5918,1243206
"GB","Hounslow","TW4 5EL",-0.3802,51.4621,1243207
"MX","La Paz","23000",-110.2964,24.1244,1243208
"US","sherman oaks","91423",-118.4322,34.1526,1243209
"PT","Póvoa de Varzim","4490-548",-8.7636,41.3834,1243210
"GB","Coventry","CV3 1GG",-1.4782,52.4048,1243211
"DE","Augsburg","86391",10.8464,48.3664,1243212
"GB","Manchester","M4 1LA",-2.2357,53.4829,1243213
"MX","Tlaxcala","90105",-98.2084,19.3253,1243214
"PL","Parzeczew","95-045",19.2189,51.9736,1243215
"GB","Colchester","CO5 0NA",0.7402,51.8213,1243216
"ES","Lantejuela","41630",-5.2214,37.3585,1243217
"NL","Schaijk","5374 RE",5.6161,51.7317,1243218
"GB","Northampton","NN5 6JB",-0.9414,52.2429,1243219
"GB","London","UB10 8PT",-0.4416,51.5608,1243220
"IT","Tamai","33070",12.5418,45.8995,1243221
"CH","Crans-Montana","3975",7.5029,46.3105,1243222
"GB","Wolverhampton","WV11 3XB",-2.0763,52.6005,1243223
"GB","Brighton","BN1 4JF",-0.1374,50.8326,1243224
"RO","Gherla","405300",23.9167,47.0333,1243225
"US","West Hollywood","90046",-118.3652,34.1074,1243226
"ES","arteixo","15144",-8.5611,43.2882,1243227
"ES","La Puebla De Los Infantes","41479",-5.4359,37.8109,1243228
"NL","Nijmegen","6535 ZT",5.8242,51.808,1243229
"DE","MÜNCHEN","81371",11.5478,48.1167,1243230
"FR","La Barre-de-Monts","85550",-2.1186,46.8842,1243231
"FR","clichy La Garenne","92110",2.3095,48.9002,1243232
"AU","CANTERBURY","3126",145.0705,-37.8248,1243233
"ES","Sa Indioteria Rural - Palma","07009",2.6735,39.6057,1243234
"GB","Weybridge","KT13 9BH",-0.4477,51.3673,1243235
"BE","Malderen","1840",4.2679,50.9954,1243236
"GB","London","E2 9HU",-0.0527,51.5342,1243237
"GB","Barnsley","s70 4ng",-1.4709,53.543,1243238
"GB","London Colney","AL2 1RF",-0.2923,51.7204,1243239
"FR","marseille","13013",5.4084,43.3186,1243240
"DE","Samswegen","39326",11.5203,52.218,1243241
"IT","Corigliano Scalo","87064",16.5191,39.5955,1243242
"NL","Leende","5595 EL",5.5482,51.3479,1243243
"GB","Cradley Heath","B64 6RB",-2.0519,52.4762,1243244
"HR","dubrovnik","20000",18.0922,42.6481,1243245
"IE","Dublin","D11 X504",-6.293,53.3899,1243246
"PL","Łódź","93-337",19.4764,51.7049,1243247
"GB","Edgware","HA8 9BU",-0.2582,51.6106,1243248
"GB","WIGTON","CA7 2LZ",-3.3747,54.7525,1243249
"NL","HENDRIK-IDO-AMBACHT","3344 EP",4.6426,51.8309,1243250
"NL","Amsterdam","1013 gk",4.8913,52.3809,1243251
"GB","Dungannon","BT71 4DY",-6.7231,54.5397,1243252
"GB","Loughborough","LE11 2EG",-1.2057,52.7664,1243253
"FR","la ricamrie","42150",4.3694,45.4054,1243254
"ES","Xilxes","12592",-0.1823,39.7806,1243255
"GB","Glasgow","ML8 5QQ",-3.8618,55.6914,1243256
"ES","LAS ROZAS","28232",-3.9114,40.5128,1243257
"PL","Kraków","31-469",19.97,50.0827,1243258
"AU","THURGOONA","2640",146.9155,-36.0764,1243259
"US","Bessemer","35022",-86.9657,33.3224,1243260
"FR","tourville sur arques","76550",1.0376,49.8422,1243261
"US","Exton","19341",-75.6432,40.0468,1243262
"US","Richmond","23219",-77.4378,37.5463,1243263
"CO","Bogotá, D.C.","111811",-74.1185,4.5825,1243264
"US","Manassas","20111",-77.4494,38.7707,1243265
"NL","NIEUWERKERK AAN DEN IJSSEL","2912 AC",4.6067,51.9674,1243266
"ES","Torrox-Costa","29793",-3.9572,36.7702,1243267
"GB","Greenwich","SE10 0FG",9e-04,51.4869,1243268
"IT","ROMA","00131",12.5113,41.8919,1243269
"GB","Bolton","BL4 9PU",-2.4117,53.5436,1243270
"US","Columbia","42728",-85.2656,37.1161,1243271
"ES","CORISTANCO","15147",-8.7371,43.1596,1243272
"NL","Amsterdam","1094 SW",4.9344,52.3601,1243273
"ES","Guijuelo","37770",-5.6774,40.5462,1243274
"CZ","Praha 5 - Hlubočepy","152 00",14.4,50.0333,1243275
"US","edmond","73012",-97.4733,35.6215,1243276
"DE","Dillingen","89407",10.4953,48.5815,1243277
"CA","Toronto","M6H3J2",-79.4349,43.6617,1243278
"GB","Fleet","GU51 3YL",-0.8318,51.2777,1243279
"NL","Den Haag","2591 hw",4.3634,52.0983,1243280
"CA","Mercier","J6R0K6",-73.73,45.3095,1243281
"IE","DUBLIN","D24 A4P6",-6.3713,53.2851,1243282
"IE","Carlow","R93A2F6",-6.9261,52.8408,1243283
"IE","Clonee","D15V6KF",-6.4165,53.3832,1243284
"NL","Vlaardingen","3137 ea",4.358,51.9376,1243285
"FR","OUISTREHAM","14150",-0.2591,49.2757,1243286
"IT","Ripa Teatina","66010",14.2586,42.2897,1243287
"GB","Bolton","BL1 7ET",-2.4325,53.608,1243288
"NL","Almere","1314 LT",5.2102,52.3819,1243289
"CA","East york","M4J2W8",-79.3304,43.6976,1243290
"US","norwalk","90650",-118.0818,33.9056,1243291
"RO","VOLUNTARI","077190",26.1734,44.49,1243292
"US","Washington","20015",-77.068,38.9658,1243293
"IE","Dublin 6","D06 R9V6",-6.2631,53.3088,1243294
"MK","Negotino","1440",22.0892,41.4839,1243295
"US","irvine","92620",-117.7564,33.7009,1243296
"MX","Merida","97305",-89.5709,21.011,1243297
"RO","TÂRGU JIU","210002",23.3361,45.0423,1243298
"FR","SAINT-SEVER","40500",-0.5189,43.6911,1243299
"FR","Cavalaire-sur-Mer","83240",6.5296,43.1726,1243300
"SE","Svalöv","26831",13.1076,55.9134,1243301
"NL","Tilburg","5038 lj",5.0672,51.5606,1243302
"GB","Bolton","BL3 3AS",-2.4407,53.5601,1243303
"DE","Mötzingen","71159",8.7745,48.5332,1243304
"CA","Mont-Saint-Hilaire","J3G4S6",-73.1469,45.5297,1243305
"US","Wills Point","75169",-96.0079,32.7283,1243306
"PT","Benedita","2475-107",-8.97,39.4247,1243307
"GB","Truro","TR1 2AX",-5.0534,50.2644,1243308
"GB","Waltham Cross","EN8 0XE",-0.0247,51.7179,1243309
"IN","Kolkata","700048",88.4,22.6,1243310
"AU","Kuraby","4112",153.096,-27.6051,1243311
"GB","Cardiff","CF14 1LF",-3.2153,51.5096,1243312
"IN","Mysuru","570007",76.5683,12.2371,1243313
"GB","London","N18 1NE",-0.0845,51.6182,1243314
"US","HOWELL","07731",-74.2137,40.1481,1243315
"SK","Bratislava","831 06",17.1067,48.1482,1243316
"FR","Crespin","59154",3.6614,50.4211,1243317
